(40+0j)
(33.3-2.1j)
(15.2-1.9j)
(-7.8+1.5j)
(-27.4+7.1j)
(-37.3+12.1j)
(-34.4+13.7j)
(-20.4+9.7j)
(-0.1+0.1j)
(18.2-11.6j)
(29.9-21.8j)
(30.1-25j)
(20.5-19.4j)
(5.3-5.7j)
(-9.5+11.6j)
(-19.4+26.9j)
(-21.3+33.8j)
(-16.3+30j)
(-6.6+14.2j)
(2.5-6.5j)
(8.5-26.4j)
(9.6-38.2j)
(6.8-36.5j)
(2.8-22.9j)
(-0+0.4j)
(0.1+21.5j)
(2.5+37.2j)
(5.1+38.7j)
(5.6+28.6j)
(2.5+9.7j)
(-4.5-13.6j)
(-12.3-30.4j)
(-17.2-36j)
(-17.1-30.6j)
(-8.9-13.8j)
(5.2+7j)
(18.4+22j)
(26.9+28.2j)
(27.7+25.6j)
(18.1+14.8j)
(2.8+2j)
(-15.6-9.7j)
(-32.3-17.4j)
(-35.5-16.4j)
(-29.3-11.3j)
(-9.3-2.9j)
(16.1+4j)
(29.4+5.3j)
(39.7+4.6j)
(33.8+1.8j)
(18.4-0.2j)
(-3.8+0.3j)
(-23.6+3.2j)
(-37.4+7.5j)
(-36.6+9.8j)
(-24.3+8.2j)
(0.7-0.3j)
(20.2-9.8j)
(31.5-17.8j)
(33.3-21.6j)
(25.2-18.7j)
(5.4-4.5j)
(-10.2+9.8j)
(-20.7+22.6j)
(-24.8+30.7j)
(-19.8+28j)
(-9.5+15.4j)
(3.6-6.7j)
(9.9-21.9j)
(13.6-35.8j)
(11-35.5j)
(6.7-27.8j)
(-0.2+1.2j)
(-2.4+21.5j)
(-1.7+34.2j)
(0.6+38.6j)
(2.1+27.7j)
(2.1+14.5j)
(-3.3-16.2j)
(-8.5-30.9j)
(-12.7-37.2j)
(-12.3-29.7j)
(-7.1-14.5j)
(5+8.7j)
(12+18.2j)
(21.7+28.9j)
(25.7+30.1j)
(15.7+16.2j)
(3.5+3.2j)
(-19.1-15.3j)
(-28.8-20.1j)
(-34.1-20.8j)
(-26.2-13.8j)
(-6.9-3.1j)
(15.3+5.7j)
(33.2+10.1j)
(38.2+9.1j)
(36.7+6.3j)
(13.8+1.5j)
(0.4+0j)
(-24.4+0.5j)
(-39.4+3.3j)
(-35.5+5.2j)
(-22.5+4.8j)
(-2.9+0.8j)
(12.1-4.2j)
(35.4-14.8j)
(35.2-17.5j)
(23.5-13.6j)
(10.8-7.2j)
(-3+2.3j)
(-24.5+21.1j)
(-27.9+27.3j)
(-22.8+25.4j)
(-10+12.7j)
(2.3-3.3j)
(15.5-25.6j)
(18.3-35.2j)
(16.2-36.5j)
(9-24.3j)
