(40+0j)
(33.2-0.7j)
(15.4-0.6j)
(-7.8+0.5j)
(-27.9+2.4j)
(-39+4.1j)
(-36.8+4.7j)
(-22+3.3j)
(0.2-0j)
(21.4-4.1j)
(35.8-7.6j)
(38.3-9j)
(27.1-7j)
(8.6-2.4j)
(-15+4.6j)
(-31.9+10.4j)
(-37.8+13.2j)
(-32.1+12j)
(-13.8+5.5j)
(5.7-2.4j)
(25.7-11.5j)
(35.3-16.7j)
(33-16.5j)
(20.4-10.7j)
(1.7-0.9j)
(-18.7+10.9j)
(-31.2+18.9j)
(-33.1+21.1j)
(-23.9+15.9j)
(-8.5+5.9j)
(11.6-8.5j)
(25.4-19.4j)
(31.2-24.9j)
(25.1-20.9j)
(11.4-9.9j)
(-5.7+5.1j)
(-18.8+17.7j)
(-27.9+27.5j)
(-25.5+26.2j)
(-16+17.1j)
(-2.3+2.6j)
(13.7-15.9j)
(22.7-27.5j)
(24.1-30.6j)
(17.8-23.5j)
(6.1-8.4j)
(-7+10.2j)
(-18.2+27.6j)
(-21.2+33.6j)
(-17.2+28.7j)
(-7.9+13.7j)
(2.2-4j)
(12.3-23.8j)
(16.6-33.8j)
(16.4-35.2j)
(10.5-23.7j)
(0.1-0.2j)
(-6.2+15.8j)
(-12.9+35.1j)
(-12.9+37.4j)
(-9.2+28.7j)
(-2.6+8.9j)
(4-14.4j)
(8.3-32.8j)
(9-39j)
(7.3-35.1j)
(3.3-17.9j)
(-1.5+9j)
(-3.9+27.5j)
(-4.8+39.3j)
(-3.7+36.7j)
(-2.1+26.7j)
(0.1-1j)
(0.8-21.2j)
(0.6-35.1j)
(-0.2-39.9j)
(-0.7-25.8j)
(-0.3-6.7j)
(1+15j)
(2.5+27.9j)
(4.3+38.8j)
(4.7+35.5j)
(3+19.7j)
(-1.3-7.3j)
(-5.5-27.8j)
(-7.8-35.9j)
(-8.8-36.5j)
(-5.4-20.4j)
(-1.8-6.2j)
(7.3+23.7j)
(11+33.3j)
(13.4+37.7j)
(10.6+28.1j)
(1.3+3.1j)
(-4.2-9.8j)
(-12.3-27.2j)
(-17.2-36j)
(-15.5-30.7j)
(-8.4-15.8j)
(5.6+10j)
(11.5+19.6j)
(20.8+33.9j)
(21.5+33.5j)
(10.3+15.3j)
(3.5+5j)
(-14.7-20j)
(-23.1-30.1j)
(-25-31.1j)
(-19.7-23.5j)
(-2.5-2.9j)
(10.5+11.5j)
(24.1+25.3j)
(28+28.1j)
(22+21.3j)
(15.5+14.4j)
(-7.3-6.5j)
(-16.7-14.2j)
(-26.8-21.8j)
(-28-21.9j)
(-20.3-15.1j)
