(40+0j)
 (33.1-2.8j)
 (15.1-2.6j)
 (-7.7+2j)
 (-26.7+9.3j)
 (-35.8+16j)
 (-32.3+17.8j)
 (-18.3+12.2j)
 (-0.2+0.1j)
 (15.9-15j)
 (24.6-27.4j)
 (23.6-31.3j)
 (15.5-24.5j)
 (4.1-7.9j)
 (-6+14.5j)
 (-10.2+31.7j)
 (-9+39j)
 (-4.7+33j)
 (-0.9+16j)
 (-0.2-6.7j)
 (-3-27j)
 (-7.5-38.4j)
 (-10.4-36.3j)
 (-8.1-21.3j)
 (-1.2-2.5j)
 (11.2+19.2j)
 (20.7+29.3j)
 (25.5+30.4j)
 (20.4+20.5j)
 (6+5.1j)
 (-10.4-7.4j)
 (-28.9-17.2j)
 (-35.9-17.4j)
 (-31.4-12.1j)
 (-14-4.1j)
 (7.9+1.6j)
 (29.3+3.4j)
 (39.4+1.3j)
 (37.2-1.9j)
 (21.8-3j)
 (2.8-0.6j)
 (-17.7+5.5j)
 (-34+13.9j)
 (-35.3+18j)
 (-23.7+14.7j)
 (-4.9+3.6j)
 (12.6-11.1j)
 (22.3-23.3j)
 (25.1-31.1j)
 (19.1-28.2j)
 (8.7-15.6j)
 (-3.7+8j)
 (-9.1+25.5j)
 (-10+37.7j)
 (-6.5+36.6j)
 (-2.4+26.6j)
 -2.3j
 (-1.8-22.8j)
 (-5.8-35.5j)
 (-9.6-38.5j)
 (-10.3-30.1j)
 (-4.3-9.8j)
 (4.3+7.9j)
 (15.8+24j)
 (24.6+31.4j)
 (24.5+26.3j)
 (11.2+10.2j)
 (-5.1-3.9j)
 (-23-14.7j)
 (-35.1-18.5j)
 (-33.9-14.4j)
 (-21.2-7j)
 (-1.2-0.3j)
 (22.4+3.4j)
 (37.1+2.4j)
 (38.8-0.7j)
 (25.6-2.7j)
 (11.1-2.1j)
 (-17.1+4.8j)
 (-32.1+11.9j)
 (-35.8+16.8j)
 (-28.7+16.6j)
 (-10.6+7.4j)
 (0.1-0.1j)
 (20.7-20.3j)
 (24.6-28.6j)
 (21.1-29.2j)
 (13.5-22.4j)
 (4.4-8.9j)
 (-8.9+22.6j)
 (-9.7+32.3j)
 (-8.2+39.1j)
 (-3.5+28j)
 (-0.2+4.8j)
 (-0.5-11.6j)
 (-4-30.7j)
 (-8.5-39.1j)
 (-9.5-30.9j)
 (-6.3-15.8j)
 (1.4+2.8j)
 (12.2+19.9j)
 (22.4+30.6j)
 (23.4+26.8j)
 (15.9+15.4j)
 (8.9+7.3j)
 (-17.3-11.9j)
 (-31.4-17.9j)
 (-36.3-16.8j)
 (-33.1-12.1j)
 (-3.8-1j)
 (5.9+1.1j)
 (34.6+3.4j)
 (39.2+0.5j)
 (30.7-2.2j)
 (25.1-3.9j)
 (-10.3+2.5j)
 (-25.4+8.5j)
 (-35+15.1j)
 (-30.8+16.5j)
 (-22.1+14.3j)
