(40+0j)
(33.2-2.1j)
(15.1-1.9j)
(-7.7+1.5j)
(-27.4+7.1j)
(-37.2+12.1j)
(-34.5+13.7j)
(-20.5+9.7j)
(-0.7+0.4j)
(18.6-11.9j)
(29.7-21.7j)
(30.3-25.2j)
(21-19.8j)
(6.3-6.8j)
(-9.3+11.3j)
(-19.3+26.7j)
(-21.3+33.8j)
(-16.3+29.9j)
(-7.1+15.3j)
(3-7.5j)
(8.6-26.9j)
(9.6-38.2j)
(6.8-36.3j)
(2.9-23.8j)
(-0+0.2j)
(0.1+21.5j)
(2.5+37.3j)
(5.2+39.1j)
(5.8+29.4j)
(2+7.5j)
(-4.2-12.7j)
(-12.3-30.5j)
(-17.2-36j)
(-16.8-30j)
(-8.6-13.3j)
(3.9+5.3j)
(17.6+21j)
(26.5+27.8j)
(26.7+24.7j)
(18.6+15.1j)
(0.9+0.7j)
(-20-12.5j)
(-33.2-17.9j)
(-35.4-16.3j)
(-27.8-10.7j)
(-7.5-2.4j)
(10+2.5j)
(31.3+5.7j)
(39.7+4.6j)
(35.3+1.9j)
(15.3-0.1j)
(-3.7+0.3j)
(-29.3+4j)
(-38.8+7.8j)
(-37+9.9j)
(-22.4+7.5j)
(-2.5+1j)
(17.9-8.7j)
(31.4-17.7j)
(33.4-21.8j)
(25.7-19.1j)
(7.9-6.7j)
(-12.8+12.3j)
(-21.8+23.8j)
(-25.1+31.1j)
(-20+28.2j)
(-6.8+11j)
(2.2-4.1j)
(10.5-23.2j)
(13.9-36.6j)
(11.3-36.3j)
(5-20.6j)
(0.1-0.4j)
(-2.8+25j)
(-1.8+37.6j)
(0.6+38.9j)
(2.6+33.3j)
(0.6+4.5j)
(-2.1-10.3j)
(-9.2-33.6j)
(-12.9-37.7j)
(-12-29.1j)
(-5.4-10.9j)
(2.8+4.8j)
(13.4+20.3j)
(22.5+30j)
(25.3+29.6j)
(16.3+16.8j)
(5.9+5.4j)
(-19.2-15.3j)
(-31-21.7j)
(-34.1-20.8j)
(-24.6-13j)
(-12.3-5.5j)
(14.3+5.4j)
(33.4+10.2j)
(37.5+8.9j)
(37+6.3j)
(13.7+1.5j)
(-7.9-0.3j)
(-28.8+0.6j)
(-39.7+3.3j)
(-35.3+5.2j)
(-18.9+4j)
(3.7-1j)
(12.7-4.4j)
(34.4-14.5j)
(34.8-17.3j)
(27.8-16j)
(5.9-3.9j)
(-2.9+2.2j)
(-22.7+19.7j)
(-27.8+27.3j)
(-25+27.9j)
(-9+11.3j)
(-2.5+3.6j)
(15.5-25.7j)
(18.3-35.2j)
(16-36.1j)
(9.7-26.2j)
