(40+0j)
(33.3-1.4j)
(15.2-1.3j)
(-7.8+1j)
(-27.6+4.7j)
(-38.3+8.2j)
(-35.8+9.2j)
(-21+6.4j)
(0.2-0.1j)
(20.1-8j)
(33.6-15j)
(35.2-17.5j)
(25.4-14j)
(7.3-4.4j)
(-12.2+8.2j)
(-26.2+19.1j)
(-31.3+24.9j)
(-25.5+22.1j)
(-11.5+10.9j)
(4.2-4.3j)
(19.3-21.5j)
(24.6-29.9j)
(22.2-29.4j)
(13.6-19.7j)
(0.8-1.2j)
(-11.2+19.6j)
(-16.6+31.9j)
(-16.7+35.8j)
(-10.5+25.2j)
(-3.2+8.8j)
(4.6-14.5j)
(8.4-30.7j)
(9-39j)
(6.2-33j)
(2.4-16.9j)
(-0.8+8.2j)
(-1.6+27.4j)
(-0.6+39.5j)
(1+37.7j)
(1.5+22.2j)
(0.2+2.1j)
(-2.9-19.2j)
(-7.1-36.2j)
(-9.3-38.6j)
(-7.7-26.8j)
(-2.4-7.3j)
(4.9+12.9j)
(12.3+28.9j)
(17.2+35.9j)
(16.4+30.8j)
(8.6+14.8j)
(-5.2-8j)
(-15.3-21.7j)
(-23.6-30.6j)
(-24.1-28.7j)
(-18-19.7j)
(-1.4-1.4j)
(17.5+16.2j)
(27.5+23.4j)
(30.5+23.8j)
(26.7+19.1j)
(4.9+3.2j)
(-11.2-6.6j)
(-26.9-14.5j)
(-36-17.5j)
(-30.7-13.3j)
(-14.3-5.5j)
(10.4+3.5j)
(21.4+6.3j)
(38.3+9.5j)
(37.7+7.7j)
(26.3+4.2j)
(7.7+0.9j)
(-23.6-1.8j)
(-33.5-1.1j)
(-38.5+0.4j)
(-29.1+1.5j)
(-11.7+1.1j)
(15.7-2.1j)
(29.1-5.2j)
(38.7-8.6j)
(33.9-9.1j)
(12.8-4j)
(-6.9+2.5j)
(-28+11.4j)
(-33.8+15.5j)
(-34.1+17.4j)
(-18.3+10.3j)
(2.3-1.4j)
(16.7-11.4j)
(29.8-22.2j)
(30.1-24.4j)
(22.8-20.2j)
(10-9.6j)
(-12.6+13.2j)
(-19.3+22j)
(-24.5+30.4j)
(-20.1+27.1j)
(-13.5+20j)
(0.2-0.3j)
(13.1-23.4j)
(17.9-35.3j)
(15.4-33.9j)
(10.7-26.3j)
(-1.1+3.2j)
(-5.7+18.5j)
(-8.3+31.3j)
(-8.1+37j)
(-4.4+25j)
(-2.3+17j)
(1.8-19.7j)
(1.7-35.5j)
(0.3-38.7j)
(-1.2-34.3j)
(-1.2-14.8j)
(0.7+5.8j)
(4.4+27.1j)
(7.9+38.4j)
(8.8+35.3j)
(9.1+30.8j)
