(40+0j)
(33.3-1.4j)
(15.4-1.3j)
(-7.5+0.9j)
(-27.7+4.7j)
(-38.3+8.2j)
(-35.7+9.2j)
(-21.3+6.5j)
(-0.7+0.2j)
(20.5-8.1j)
(33.7-15.1j)
(35.1-17.5j)
(24.9-13.7j)
(7.1-4.3j)
(-11.5+7.7j)
(-26.4+19.3j)
(-31.3+24.9j)
(-25+21.7j)
(-11+10.3j)
(5.3-5.5j)
(19.3-21.5j)
(25-30.4j)
(22.5-29.8j)
(13.3-19.2j)
(0.7-1.1j)
(-10.6+18.5j)
(-16.4+31.7j)
(-16.5+35.4j)
(-11.6+28j)
(-3.1+8.5j)
(4.9-15.4j)
(8.4-30.7j)
(9-39j)
(6.1-32.6j)
(2-13.7j)
(-0.5+4.6j)
(-1.7+28.4j)
(-0.6+39.5j)
(1+36.8j)
(1.6+23.6j)
(-0-0.1j)
(-3.2-21j)
(-7.2-36.4j)
(-9.1-38j)
(-7.6-26.7j)
(-3-8.9j)
(4.9+13j)
(12.1+28.3j)
(17.3+36.1j)
(15.6+29.3j)
(9.2+15.6j)
(-3.6-5.7j)
(-15.3-21.6j)
(-23.8-30.9j)
(-24.8-29.6j)
(-13.7-15j)
(-2-2j)
(16.3+15.1j)
(28.7+24.4j)
(30.7+23.9j)
(24.9+17.8j)
(8.2+5.3j)
(-15.4-9.1j)
(-30.1-16.2j)
(-36-17.5j)
(-32.9-14.3j)
(-12-4.6j)
(9.5+3.2j)
(21.5+6.3j)
(37.1+9.2j)
(38.1+7.7j)
(27.3+4.4j)
(-3.1-0.4j)
(-16.2-1.2j)
(-37.4-1.2j)
(-39.7+0.4j)
(-33.2+1.7j)
(-9.4+0.9j)
(16.1-2.2j)
(34.2-6.1j)
(38.9-8.7j)
(32.6-8.7j)
(14.9-4.7j)
(-7.8+2.8j)
(-19.6+8j)
(-35.4+16.2j)
(-33.5+17.1j)
(-25.9+14.6j)
(-7+4.3j)
(19.6-13.4j)
(28-20.8j)
(30.1-24.5j)
(22.3-19.8j)
(4.7-4.5j)
(-3.4+3.5j)
(-22.9+26j)
(-25.1+31.1j)
(-21.4+29j)
(-8.9+13.2j)
(2.1-3.4j)
(10.4-18.5j)
(16.2-32.1j)
(14.6-32j)
(9.9-24.5j)
(2.3-6.4j)
(-4.3+13.7j)
(-8.2+31j)
(-8.6+39j)
(-5.8+32.6j)
(-0.5+3.5j)
(1.8-19.3j)
(1.7-35.9j)
(0.3-39.7j)
(-1.1-31.6j)
(-1-12.4j)
(0.8+7j)
(4.1+24.9j)
(7.9+38.1j)
(8.7+34.7j)
(7.2+24.4j)
