(40+0j)
(33.3-1.4j)
(15.3-1.3j)
(-7.5+0.9j)
(-27.8+4.7j)
(-38.3+8.2j)
(-36+9.3j)
(-21.2+6.4j)
(-0+0j)
(20.5-8.1j)
(33.7-15j)
(35.3-17.6j)
(24.5-13.5j)
(6.5-3.9j)
(-13+8.6j)
(-26.9+19.6j)
(-31.3+24.9j)
(-25.9+22.4j)
(-11.9+11.2j)
(5.9-6.1j)
(18.6-20.8j)
(24.8-30.1j)
(22-29.2j)
(13.7-19.8j)
(0.3-0.4j)
(-11+19.2j)
(-16.6+31.9j)
(-16.7+35.9j)
(-11+26.3j)
(-2.8+7.5j)
(4.3-13.4j)
(8.8-31.9j)
(9-38.9j)
(6.3-34j)
(2-14.2j)
(-0.8+7.7j)
(-1.5+25.3j)
(-0.6+39.5j)
(0.9+36.2j)
(1.5+21.4j)
(0.3+2.6j)
(-3.1-20.4j)
(-7.2-36.8j)
(-9.2-38.4j)
(-8.1-28.3j)
(-2.3-7j)
(4.2+11.1j)
(12.5+29.3j)
(17.2+35.9j)
(16.1+30.4j)
(7.8+13.3j)
(-1.8-2.7j)
(-15.7-22.3j)
(-23.2-30.2j)
(-23.5-28.1j)
(-16-17.5j)
(1.3+1.3j)
(14.4+13.4j)
(27.7+23.5j)
(30.4+23.7j)
(23.6+16.9j)
(11.1+7.3j)
(-10.5-6.2j)
(-29.4-15.8j)
(-36-17.5j)
(-29.1-12.7j)
(-19.1-7.4j)
(0.5+0.2j)
(21.4+6.3j)
(38.1+9.4j)
(35.3+7.2j)
(25.9+4.1j)
(0.6+0.1j)
(-20.4-1.5j)
(-37.5-1.2j)
(-39.8+0.4j)
(-32.4+1.7j)
(-6.6+0.6j)
(11.9-1.6j)
(28.6-5.1j)
(38.6-8.6j)
(33.1-8.9j)
(19.6-6.2j)
(-9+3.2j)
(-22.6+9.2j)
(-33.3+15.3j)
(-34.7+17.7j)
(-22.7+12.8j)
(-6.5+4.1j)
(13.7-9.4j)
(29.8-22.2j)
(30.8-25j)
(25.4-22.5j)
(7.7-7.4j)
(-5.1+5.4j)
(-22.9+26j)
(-25.1+31.1j)
(-20.1+27.2j)
(-10.5+15.5j)
(2.4-3.9j)
(10.7-19.1j)
(18-35.5j)
(16.1-35.4j)
(7.4-18.4j)
(-1.7+4.8j)
(-3.9+12.7j)
(-9.2+34.7j)
(-8.6+39j)
(-5.1+28.9j)
(-0.4+3j)
(1.6-18.1j)
(1.7-34.1j)
(0.3-38.4j)
(-1.3-37.2j)
(-1.7-22.1j)
(1.3+11.2j)
(2.8+17.3j)
(8+38.6j)
(9.6+38.2j)
(6.4+21.5j)
