(40+0j)
(33.2-2.8j)
(15.1-2.6j)
(-7.5+1.9j)
(-26.5+9.3j)
(-35.8+16j)
(-32.3+17.8j)
(-18.3+12.2j)
(0.3-0.2j)
(15.9-15j)
(24.5-27.3j)
(23.6-31.3j)
(14.9-23.6j)
(3.6-6.9j)
(-5.3+12.8j)
(-10.2+31.9j)
(-9+39j)
(-4.7+32.8j)
(-0.8+14.5j)
(-0.2-7.4j)
(-3.1-28.2j)
(-7.6-38.6j)
(-10-35.2j)
(-8.1-21.3j)
(-0.1-0.3j)
(10.1+17.2j)
(20.8+29.5j)
(25.2+30j)
(20.3+20.4j)
(5.8+4.9j)
(-12.4-8.9j)
(-27.9-16.6j)
(-36-17.5j)
(-31.9-12.3j)
(-14.8-4.3j)
(4.8+1j)
(28.3+3.3j)
(38.2+1.2j)
(36.7-1.9j)
(22.3-3j)
(0.2-0j)
(-19.5+6.1j)
(-33.8+13.8j)
(-35.4+18.1j)
(-23.6+14.6j)
(-8.3+6.1j)
(9.3-8.3j)
(21.6-22.6j)
(25.1-31.1j)
(19.6-29j)
(9.8-17.4j)
(-3.7+8j)
(-9.5+26.7j)
(-10+37.9j)
(-6.4+36.4j)
(-2.3+25.6j)
(-0+1.8j)
(-1.4-18.1j)
(-6.1-37.4j)
(-9.6-38.2j)
(-10.3-30.2j)
(-5.6-12.7j)
(7.4+13.6j)
(17.7+26.9j)
(24.4+31.1j)
(23.5+25.2j)
(13.3+12j)
(-1.5-1.1j)
(-25.8-16.5j)
(-32.7-17.2j)
(-35-14.8j)
(-23.6-7.7j)
(-4.7-1.1j)
(21+3.1j)
(34.5+2.2j)
(39.1-0.8j)
(30.2-3.1j)
(11.7-2.2j)
(-14.2+3.9j)
(-32.6+12.1j)
(-35.3+16.6j)
(-30.1+17.4j)
(-17+11.8j)
(5.3-4.4j)
(16.2-15.9j)
(25.7-29.8j)
(23.1-31.8j)
(13.3-22.1j)
(-0.6+1.3j)
(-8.6+21.7j)
(-10+33.5j)
(-8.1+38.7j)
(-4+32.3j)
(-0.4+11.2j)
(-0.8-18.3j)
(-4.2-32.4j)
(-8.2-37.8j)
(-9.2-30j)
(-7.5-18.6j)
(4.8+9.6j)
(10.9+17.8j)
(22.8+31j)
(26.1+29.9j)
(14.2+13.7j)
(-1-0.8j)
(-15.5-10.6j)
(-32.2-18.3j)
(-36-16.6j)
(-30.3-11j)
(-3.9-1.1j)
(5.5+1j)
(28.7+2.8j)
(39.3+0.5j)
(33.4-2.4j)
(17.4-2.7j)
(-0.8+0.2j)
(-18.6+6.2j)
(-35.8+15.4j)
(-33.2+17.8j)
(-16.4+10.6j)
