(40+0j)
(33.3-0.7j)
(15.5-0.7j)
(-7.6+0.5j)
(-27.9+2.4j)
(-38.9+4.1j)
(-36.8+4.7j)
(-21.9+3.2j)
(-0.6+0.1j)
(22-4.2j)
(35.7-7.6j)
(38.1-9j)
(27.6-7.1j)
(7.8-2.2j)
(-14.2+4.3j)
(-31.2+10.2j)
(-37.7+13.2j)
(-31.9+11.9j)
(-16+6.3j)
(6.9-2.9j)
(24.7-11j)
(35.1-16.6j)
(32.7-16.3j)
(20.7-10.9j)
(-0.1+0.1j)
(-17.3+10j)
(-31.1+18.9j)
(-32.9+21j)
(-22.9+15.3j)
(-7.3+5.1j)
(10.8-7.9j)
(26.2-20j)
(31.3-24.9j)
(25.2-20.9j)
(11.5-10j)
(-4.8+4.4j)
(-19.5+18.4j)
(-28.1+27.7j)
(-26.1+26.8j)
(-14.3+15.3j)
(-1.9+2.1j)
(15.5-18.1j)
(22.7-27.6j)
(24.7-31.3j)
(16.8-22.2j)
(6.7-9.3j)
(-7.6+11j)
(-18.9+28.6j)
(-21.3+33.8j)
(-17.7+29.4j)
(-8.8+15.3j)
(2.8-5.2j)
(12.4-24j)
(17.3-35.2j)
(15.8-33.9j)
(8.9-20.1j)
(1.1-2.5j)
(-6+15.3j)
(-12.9+35j)
(-13+37.8j)
(-9+28j)
(-2.7+9j)
(4.3-15.8j)
(8.5-33.8j)
(8.9-38.7j)
(7.2-34.5j)
(2.9-15.4j)
(-1.8+10.8j)
(-3.6+25.4j)
(-4.8+39.4j)
(-3.6+35.5j)
(-2+25.1j)
(-0.3+5.4j)
(0.8-21.6j)
(0.6-38.2j)
(-0.2-39.9j)
(-0.8-32.4j)
(-0.5-9.8j)
(0.9+12.6j)
(2.6+28.7j)
(4.3+39.2j)
(4.6+34.7j)
(2+13.1j)
(-1.4-8.3j)
(-4.2-21.5j)
(-8.1-36.9j)
(-8.7-36.1j)
(-6.7-25.3j)
(-0.7-2.5j)
(5.1+16.7j)
(11.2+33.8j)
(13.2+37.1j)
(10.7+28.3j)
(2.9+7.2j)
(-3.2-7.6j)
(-11-24.3j)
(-17.2-36j)
(-15.2-30.1j)
(-9.3-17.5j)
(6.1+10.9j)
(15.1+25.8j)
(20.1+32.7j)
(20.3+31.5j)
(13.2+19.7j)
(4.7+6.7j)
(-9.1-12.4j)
(-21.7-28.2j)
(-25-31.1j)
(-22.8-27.2j)
(-12.5-14.2j)
(11.8+13j)
(24.6+25.8j)
(28+28.2j)
(25.4+24.5j)
(18.7+17.3j)
(1.3+1.1j)
(-16.2-13.8j)
(-30.9-25.2j)
(-29.1-22.7j)
(-22.4-16.8j)
