(40+0j)
(33.2-2.1j)
(15.2-1.9j)
(-7.8+1.5j)
(-27.4+7.1j)
(-37.3+12.2j)
(-34.5+13.7j)
(-20.5+9.7j)
(-0.2+0.1j)
(18.6-11.9j)
(29.5-21.5j)
(30.3-25.2j)
(20.3-19.1j)
(5.1-5.4j)
(-9+10.9j)
(-19.4+26.8j)
(-21.3+33.8j)
(-16+29.3j)
(-6.9+14.7j)
(3.2-8.1j)
(8.6-27j)
(9.6-37.9j)
(6.8-36.6j)
(2.9-24j)
-0.3j
(0.1+23.1j)
(2.5+36.5j)
(5.1+38.8j)
(5.5+27.8j)
(2.6+9.8j)
(-4.3-12.9j)
(-12.4-30.8j)
(-17.3-36.1j)
(-15.8-28.3j)
(-8.6-13.3j)
(4.7+6.4j)
(17+20.2j)
(26.9+28.2j)
(28.1+26j)
(17.9+14.6j)
(3+2.1j)
(-16.4-10.2j)
(-32.7-17.6j)
(-35.9-16.5j)
(-29.1-11.2j)
(-6-1.9j)
(11.9+2.9j)
(33.1+6j)
(39.5+4.6j)
(32.5+1.7j)
(16.4-0.2j)
(-8.2+0.6j)
(-27.9+3.8j)
(-38.6+7.8j)
(-37.1+9.9j)
(-25.8+8.7j)
(-2.5+1j)
(16.4-7.9j)
(32.6-18.4j)
(33.4-21.7j)
(22.9-17.1j)
(10.4-8.8j)
(-10.7+10.3j)
(-22.3+24.3j)
(-25.1+31.1j)
(-20.5+29j)
(-9.6+15.5j)
(0.9-1.7j)
(11.9-26.3j)
(14.1-37j)
(10.8-34.7j)
(4.9-20.1j)
(-0.5+3.1j)
(-2.1+18.9j)
(-1.8+38.1j)
(0.6+39.3j)
(2.4+30.6j)
(1+6.9j)
(-2.1-10.4j)
(-8-29.5j)
(-12.9-37.8j)
(-13.3-32.2j)
(-8.8-18j)
(-0.5-0.9j)
(14+21.3j)
(23.9+31.8j)
(23+26.8j)
(18.8+19.3j)
(2.3+2.1j)
(-14.7-11.7j)
(-29-20.3j)
(-33.9-20.7j)
(-27.8-14.7j)
(-10.1-4.5j)
(16.2+6.1j)
(33.1+10.1j)
(38.8+9.2j)
(34.8+6j)
(21.6+2.3j)
(-8.7-0.4j)
(-28.7+0.6j)
(-35.7+2.9j)
(-37.6+5.5j)
(-26.6+5.6j)
(1.5-0.4j)
(24.6-8.6j)
(30.7-12.9j)
(35.8-17.8j)
(21.9-12.6j)
(5.3-3.5j)
(-11.7+8.9j)
(-22.9+19.8j)
(-28.5+28j)
(-22.9+25.5j)
(-11.9+15j)
(4.6-6.7j)
(11.3-18.7j)
(17.6-33.8j)
(15.2-34.4j)
(9.4-25.6j)
