(40+0j)
(33.2-2.8j)
(15.1-2.6j)
(-7.2+1.9j)
(-26.8+9.4j)
(-35.7+16j)
(-32.4+17.9j)
(-18.4+12.3j)
(-0.1+0j)
(16-15.1j)
(24.5-27.4j)
(23.6-31.2j)
(14.9-23.6j)
(3.7-7.1j)
(-6+14.4j)
(-10+31j)
(-9+39j)
(-4.9+33.9j)
(-0.9+15.7j)
(-0.2-8.3j)
(-3-26.8j)
(-7.5-38.3j)
(-10.2-35.9j)
(-7.9-20.9j)
(-1.1-2.2j)
(10+17.1j)
(21+29.8j)
(25.4+30.3j)
(20.1+20.3j)
(7.6+6.5j)
(-11.4-8.2j)
(-28.4-16.9j)
(-36-17.5j)
(-31.8-12.3j)
(-16.7-4.9j)
(7+1.4j)
(27.5+3.2j)
(38.7+1.3j)
(37.9-2j)
(20.4-2.8j)
(0.1-0j)
(-20.5+6.4j)
(-33.1+13.5j)
(-34.7+17.7j)
(-25+15.5j)
(-5.6+4.1j)
(8.6-7.6j)
(21.5-22.5j)
(25.1-31.1j)
(19.6-28.9j)
(8.6-15.4j)
(-1.1+2.5j)
(-8.4+23.5j)
(-10+38j)
(-6.3+35.5j)
(-2.1+23.5j)
-2.2j
(-1.9-24.1j)
(-5.5-33.7j)
(-9.7-38.7j)
(-9.4-27.4j)
(-2.7-6.2j)
(6+11j)
(16.9+25.7j)
(24.6+31.3j)
(21.8+23.4j)
(9.4+8.5j)
(-3.8-2.9j)
(-21.9-14j)
(-33.7-17.8j)
(-32.8-13.9j)
(-21.7-7.1j)
(1.1+0.3j)
(16.2+2.4j)
(37.6+2.4j)
(38.5-0.7j)
(30.6-3.2j)
(7.8-1.5j)
(-9.1+2.5j)
(-26.7+9.9j)
(-35.7+16.8j)
(-29.4+17j)
(-16.4+11.4j)
(5.5-4.5j)
(17.9-17.5j)
(25.5-29.7j)
(21.8-30.1j)
(11.8-19.6j)
(1.7-3.5j)
(-8.7+22.1j)
(-9.4+31.5j)
(-7.9+37.5j)
(-3.7+29.8j)
(-0.4+10.2j)
(-0.4-9.8j)
(-4.5-34.9j)
(-8.5-39.1j)
(-10.5-34.3j)
(-7.1-17.6j)
(4.5+8.9j)
(16.1+26.2j)
(21.2+28.9j)
(25.7+29.5j)
(13.5+13.1j)
(6.7+5.5j)
(-14.3-9.8j)
(-31-17.6j)
(-36.1-16.7j)
(-27-9.8j)
(-6.9-1.9j)
(15+2.7j)
(31.4+3.1j)
(39.6+0.5j)
(34.9-2.5j)
(24.6-3.8j)
(-10.4+2.5j)
(-25.5+8.5j)
(-32.7+14.1j)
(-34.3+18.4j)
(-26+16.9j)
