(40+0j)
(33.2-2.1j)
(15.2-1.9j)
(-7.8+1.5j)
(-27.5+7.1j)
(-37.3+12.2j)
(-34.3+13.6j)
(-20+9.4j)
(-0+0j)
(18.3-11.6j)
(29.5-21.5j)
(30.2-25.1j)
(20.8-19.6j)
(5.9-6.3j)
(-10.1+12.2j)
(-19.5+26.9j)
(-21.3+33.8j)
(-16.3+29.9j)
(-6.2+13.2j)
(2.3-5.9j)
(8.5-26.4j)
(9.5-37.7j)
(6.7-36.1j)
(2.7-21.9j)
(0.1-2.1j)
(0.1+20.7j)
(2.4+35.6j)
(5.2+39.4j)
(5.8+29.4j)
(2.1+7.9j)
(-3.8-11.5j)
(-12-29.9j)
(-17.3-36.1j)
(-17-30.5j)
(-9.6-15j)
(5.6+7.6j)
(18.7+22.3j)
(26.7+28.1j)
(27.2+25.2j)
(19.7+16.1j)
(0.6+0.5j)
(-19.6-12.2j)
(-33-17.8j)
(-36.2-16.7j)
(-25.3-9.8j)
(-12.3-3.9j)
(13.9+3.4j)
(33.6+6.1j)
(39.7+4.6j)
(35.6+1.9j)
(18.6-0.2j)
(-3.9+0.3j)
(-23.7+3.2j)
(-37+7.4j)
(-34.7+9.3j)
(-21.6+7.3j)
(-0.7+0.3j)
(17.1-8.3j)
(32.7-18.4j)
(32.8-21.4j)
(21.1-15.7j)
(6.8-5.7j)
(-7.5+7.2j)
(-22.9+25j)
(-25+31j)
(-20.1+28.3j)
(-9.9+16j)
(2.2-4.1j)
(12.1-26.5j)
(13.5-35.5j)
(10.6-34.3j)
(5.9-24.5j)
-0.1j
(-1.8+15.8j)
(-1.8+36.1j)
(0.6+39.9j)
(2.1+27.4j)
(0.8+5.8j)
(-1.6-7.9j)
(-7.5-27.4j)
(-12.8-37.6j)
(-13.6-32.8j)
(-7.7-15.7j)
(3.8+6.7j)
(16.1+24.5j)
(23.9+31.8j)
(25.7+30.1j)
(16.1+16.6j)
(-1.2-1.1j)
(-11.3-9j)
(-29.6-20.7j)
(-33.4-20.4j)
(-26.9-14.2j)
(-3.2-1.4j)
(12.1+4.5j)
(27+8.2j)
(38.9+9.2j)
(36.4+6.2j)
(19.6+2.1j)
(-12.2-0.5j)
(-31+0.6j)
(-38+3.1j)
(-36.4+5.3j)
(-22+4.7j)
(-9.5+2.6j)
(23.9-8.3j)
(33.5-14.1j)
(35.8-17.8j)
(29.6-17.1j)
(9.4-6.3j)
(-3.2+2.4j)
(-21.3+18.4j)
(-28.4+27.9j)
(-23.9+26.6j)
(-6.8+8.6j)
(-3.1+4.5j)
(9.7-16.1j)
(18.2-34.9j)
(16.1-36.4j)
(10.6-28.8j)
