(40+0j)
(33.3-1.4j)
(15.2-1.3j)
(-7.5+1j)
(-27.9+4.7j)
(-38.3+8.2j)
(-35.7+9.2j)
(-21.9+6.6j)
(0.1-0j)
(19.8-7.9j)
(33.9-15.1j)
(35.2-17.6j)
(25.4-14j)
(6.6-4j)
(-12.9+8.6j)
(-27.2+19.8j)
(-31.3+24.9j)
(-24.8+21.5j)
(-11+10.4j)
(4.1-4.2j)
(18.2-20.3j)
(24.7-30j)
(22.3-29.6j)
(13.2-19.2j)
(0.7-1.2j)
(-11.3+19.7j)
(-17.1+33.1j)
(-16.5+35.4j)
(-11.5+27.6j)
(-2.3+6.2j)
(4-12.6j)
(8.7-31.6j)
(9-39j)
(6.1-32.6j)
(2.3-15.9j)
(-0.9+9.2j)
(-1.6+28.2j)
(-0.6+38.7j)
(0.9+36.3j)
(1.4+20.9j)
(0.2+2j)
(-2.8-18.3j)
(-7.1-36.4j)
(-9.3-38.6j)
(-8.3-29j)
(-3.6-10.8j)
(3.8+10j)
(12.7+29.8j)
(17.2+35.9j)
(15.8+29.8j)
(9.9+16.9j)
(-4-6.2j)
(-16-22.7j)
(-23.2-30.2j)
(-23.5-28.1j)
(-17-18.6j)
(1.9+1.9j)
(17.4+16.1j)
(28.9+24.6j)
(30.4+23.7j)
(25.3+18.1j)
(8.9+5.8j)
(-9.2-5.5j)
(-26.6-14.3j)
(-36-17.5j)
(-31.4-13.7j)
(-17.7-6.8j)
(0.8+0.3j)
(26.3+7.7j)
(37+9.1j)
(35.1+7.1j)
(20.1+3.2j)
(7.3+0.9j)
(-23.1-1.7j)
(-37.7-1.2j)
(-38.6+0.4j)
(-28.1+1.5j)
(-11.1+1j)
(13.2-1.8j)
(32.4-5.8j)
(38.6-8.6j)
(34.8-9.3j)
(19.9-6.2j)
(-2.5+0.9j)
(-22.2+9.1j)
(-35.9+16.5j)
(-33.8+17.3j)
(-24.2+13.6j)
(3.8-2.4j)
(18.8-12.8j)
(27.5-20.5j)
(31.1-25.2j)
(22.7-20.1j)
(6.4-6.1j)
(-10.2+10.6j)
(-20.1+22.9j)
(-25+31j)
(-22.3+30.2j)
(-9.5+14j)
(6.4-10.3j)
(14.6-26j)
(16-31.6j)
(15.9-35j)
(8.4-20.7j)
(-0.5+1.4j)
(-3.5+11.3j)
(-9.6+36.1j)
(-8.1+36.9j)
(-4.8+27.5j)
(-2.4+17.9j)
(1.6-17.9j)
(1.5-31.6j)
(0.3-39.4j)
(-1.2-35.2j)
(-1.4-17.9j)
(1.2+9.6j)
(5+30.5j)
(8+38.9j)
(9+35.7j)
(8.2+27.8j)
