(40+0j)
(33.2-1.4j)
(15.2-1.3j)
(-7.9+1j)
(-27.6+4.7j)
(-38.4+8.2j)
(-35.7+9.2j)
(-21.8+6.6j)
(-0.5+0.2j)
(20.2-8j)
(33.5-15j)
(35.1-17.5j)
(24.6-13.6j)
(7.3-4.4j)
(-12.3+8.2j)
(-26.8+19.5j)
(-31.3+24.9j)
(-25.3+22j)
(-10.7+10.1j)
(5.7-5.8j)
(18-20.1j)
(24.7-30j)
(22.4-29.6j)
(12.1-17.5j)
(0.4-0.6j)
(-11.4+19.9j)
(-16.5+31.8j)
(-16.8+36j)
(-10.8+26.1j)
(-2.6+7.1j)
(4.8-14.9j)
(8.6-31.4j)
(9-38.9j)
(6-32.2j)
(2.4-16.5j)
(-0.8+8.2j)
(-1.5+25.7j)
(-0.6+38.2j)
(1+38.3j)
(1.7+24.6j)
(0.3+2.3j)
(-3.2-21.2j)
(-7.2-36.5j)
(-9.2-38.1j)
(-8.4-29.5j)
(-3.4-10.4j)
(5.1+13.3j)
(12.4+29.1j)
(17.1+35.8j)
(15.7+29.5j)
(6.7+11.5j)
(-3.8-5.9j)
(-17.2-24.4j)
(-23.9-31j)
(-23.8-28.3j)
(-14.9-16.3j)
(-1.2-1.2j)
(12.8+11.8j)
(26.8+22.8j)
(30.7+24j)
(22.9+16.4j)
(11.3+7.4j)
(-10-6j)
(-29.6-15.9j)
(-36-17.5j)
(-30.9-13.5j)
(-15.8-6.1j)
(5.3+1.8j)
(26.3+7.7j)
(37.3+9.2j)
(35.7+7.3j)
(22.6+3.6j)
(5.7+0.7j)
(-20.4-1.5j)
(-36.5-1.2j)
(-38.6+0.4j)
(-29.4+1.5j)
(-13.7+1.3j)
(12.1-1.7j)
(28.5-5.1j)
(39-8.7j)
(32.3-8.7j)
(16.6-5.2j)
(-6.6+2.4j)
(-27.1+11.1j)
(-35.9+16.5j)
(-35.1+17.9j)
(-23.9+13.5j)
(-3.2+2j)
(13.4-9.2j)
(30.7-22.8j)
(30.6-24.8j)
(22.1-19.5j)
(10.6-10.2j)
(-11+11.5j)
(-22.8+26j)
(-25.1+31.1j)
(-19.2+26j)
(-8.9+13.2j)
(2.1-3.4j)
(10-17.9j)
(17.2-33.9j)
(15.7-34.5j)
(10.5-25.9j)
(2.8-7.9j)
(-4.4+14.3j)
(-9.5+35.8j)
(-8.5+38.9j)
(-5.5+31.4j)
(-1.8+13.7j)
(0.5-5.3j)
(1.3-26.3j)
(0.3-39.6j)
(-1.3-36.9j)
(-1.6-20.5j)
(-0.1-0.4j)
(3.1+19j)
(8+38.6j)
(9+35.8j)
(6.8+22.9j)
