(40+0j)
(33.2-0.7j)
(15.2-0.6j)
(-7.5+0.5j)
(-27.9+2.3j)
(-38.9+4.1j)
(-36.9+4.7j)
(-21.8+3.2j)
(-0.2+0j)
(21.9-4.2j)
(36.3-7.7j)
(38.2-9j)
(27-7j)
(7-2j)
(-14.8+4.5j)
(-31.2+10.2j)
(-37.8+13.2j)
(-30.9+11.5j)
(-14.6+5.8j)
(7.9-3.3j)
(24.7-11j)
(35.4-16.7j)
(33.5-16.7j)
(19.1-10j)
(2.1-1.2j)
(-19.4+11.2j)
(-30.7+18.7j)
(-32.9+21j)
(-25.2+16.8j)
(-5.9+4.1j)
(12.3-9j)
(27-20.6j)
(31.3-24.9j)
(26.1-21.7j)
(12.4-10.8j)
(-5.7+5.2j)
(-19.9+18.8j)
(-27.3+26.8j)
(-26+26.7j)
(-17.2+18.4j)
(-3.1+3.4j)
(12.5-14.5j)
(23.4-28.5j)
(24-30.5j)
(17.8-23.6j)
(4.1-5.7j)
(-6.2+9j)
(-16.9+25.5j)
(-21.3+33.8j)
(-17.7+29.5j)
(-6.5+11.3j)
(3.3-6j)
(12.5-24.1j)
(17.2-34.9j)
(16.1-34.6j)
(10-22.6j)
-0.1j
(-8.2+20.9j)
(-12+32.7j)
(-12.6+36.5j)
(-9.3+28.9j)
(-1.5+5.1j)
(2.8-10.3j)
(7.2-28.7j)
(8.9-38.8j)
(7-33.8j)
(3.7-20j)
(-1.7+10.6j)
(-3.1+22j)
(-4.8+39.4j)
(-3.7+37.3j)
(-1.8+23j)
(-0.2+2.6j)
(0.7-19.8j)
(0.6-35.3j)
(-0.2-39.8j)
(-0.8-32.7j)
(-0.5-11.2j)
(0.9+12.9j)
(2.8+31j)
(4.3+39.1j)
(4.5+34.2j)
(1.8+12j)
(-1.2-7.1j)
(-4.4-22.2j)
(-7.7-35.4j)
(-8.4-35.1j)
(-5.7-21.6j)
(0.9+3j)
(5.6+18.1j)
(11.4+34.4j)
(13.4+37.6j)
(10.1+26.6j)
(4.9+12.1j)
(-4-9.4j)
(-11.7-25.8j)
(-17.3-36.1j)
(-15.1-29.9j)
(-6.3-12j)
(4.6+8.2j)
(14.4+24.6j)
(20.4+33.2j)
(21+32.7j)
(10.8+16j)
(5.4+7.6j)
(-13.3-18.1j)
(-22.1-28.7j)
(-25-31.2j)
(-19.3-23j)
(-2.6-3j)
(5.6+6.2j)
(19.4+20.4j)
(28.2+28.4j)
(21.7+20.9j)
(11.4+10.5j)
(-3.5-3.1j)
(-16-13.6j)
(-30.4-24.7j)
(-30.8-24j)
(-23.7-17.7j)
